aws_region_name,aws_sub_region_name,aws_municipality_name,aws_neighborhood_name,display_name,search_method
"","Jawa Timur","Malang Kabupaten","Ngantang","Ngantang, Kabupaten Malang, Jawa Timur, Jawa, 65392, Indonesia",""
"","Jawa Barat","Banjar","Banjar","Banjar, Jalan Stasiun, Hegarsari, Pataruman, Banjar, Jawa Barat, Jawa, 46322, Indonesia",""
"","Jawa Barat","Garut","Kadungora","Leles, Jalan Otto Iskandar Dinata, Kadungora, Garut, Jawa Barat, Jawa, 44152, Indonesia",""
"JABODETABEK","Banten","Tangerang","Serpong Utara","Serpong Utara, Tangerang Selatan, Banten, Jawa, Indonesia",""
"JABODETABEK","DKI Jakarta","Jakarta Selatan","","Jakarta Selatan, Daerah Khusus ibukota Jakarta, Jawa, Indonesia",""
"","Bengkulu","Seluma","","Seluma, Bengkulu, Sumatera, Indonesia",""
"","Jawa Barat","Majalengka","Maja","Gunung Maja, Majalengka, Jawa Barat, Jawa, 45400, Indonesia",""
"","Jawa Barat","Sukabumi Kabupaten","Ciambar","Ciambar, Kab Sukabumi, Jawa Barat, Jawa, Indonesia",""
"","Sumatera Selatan","Banyu Asin","Betung","http://nominatim.mad.mitulagroup.net/id/ui/search.html?q=Betung%2C+Banyu+Asin%2C+Sumatera+Selatan","not_found"
"","Jawa Tengah","Boyolali","Musuk","Musuk, Boyolali, Jawa Tengah, Jawa, Indonesia",""
"","Lampung","Lampung Selatan","Katibung","http://nominatim.mad.mitulagroup.net/id/ui/search.html?q=Katibung%2C+Lampung+Selatan%2C+Lampung","not_found"
"","Bengkulu","Bengkulu","Ratu Agung","Ratu Agung, Belakang Pondok, Bengkulu, Ratu Samban, Bengkulu, Sumatera, 38228, Indonesia",""
"Bandung Raya","Jawa Barat","Bandung Barat","Cipeundeuy","Cipeundeuy, Kabupaten Bandung, Jawa Barat, Jawa, 40396, Indonesia",""
"","Kalimantan Barat","Bengkayang","Sungai Raya","Sungai Raya, Bengkayang, Kalimantan Barat, Indonesia",""
"","Jawa Tengah","Karanganyar","Jatiyoso","Jatiyoso, Karanganyar, Jawa Tengah, Jawa, 57785, Indonesia",""
"","Lampung","Lampung Utara","Sungkai Utara","Jalan Sungkai, Kota Agung, Lampung Utara, Lampung, Sumatera, 34554, Indonesia",""
"","DKI Jakarta","Jakarta","Kembangan","Kembangan, Jakarta Barat, Daerah Khusus ibukota Jakarta, Jawa, Indonesia",""
"","Jawa Tengah","Demak","Karanganyar","Karanganyar, Demak, Jawa Tengah, Jawa, Indonesia",""
"","Jawa Barat","Majalengka","Dawuan","Dawuan, Majalengka, Jawa Barat, Jawa, Indonesia",""
"","Riau","Dumai","Dumai Barat","Dumai Barat, Dumai, Riau, Sumatera, Indonesia",""
"","Sumatera Barat","Payakumbuh","Payakumbuh Selatan","Payakumbuh, Ranah, Payakumbuh, Sumatera Barat, Sumatera, 26261, Indonesia","without_Selatan"
"","Jawa Timur","Surabaya","Lakarsantri","Lakarsantri, Surabaya ꦱꦸꦫꦧꦪ, Jawa Timur, Jawa, Indonesia",""
"Bandung Raya","Jawa Barat","Bandung Kabupaten","Margahayu","Margahayu, Kabupaten Bandung, Jawa Barat, Jawa, 40227, Indonesia",""
"Bandung Raya","Jawa Barat","Bandung Kabupaten","Arjasari","Arjasari, Kabupaten Bandung, Jawa Barat, Jawa, 40376, Indonesia",""
"","Jawa Timur","Jember","Sumbersari","Sumbersari, Jember, Jawa Timur, Jawa, 68121, Indonesia",""
"Bandung Raya","Jawa Barat","Bandung Kota","Cidadap","Cidadap, Kota Bandung, Jawa Barat, Jawa, Indonesia",""
"","Daerah Istimewa Yogyakarta","Yogyakarta","Umbulharjo","Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta, Jawa, Indonesia",""
"","Jawa Barat","Bekasi Kabupaten","Tambun Utara","Tambun Utara, Simpang Susun Tambun Utara, Srijaya, Kab Bekasi, Jawa Barat, Jawa, 17567, Indonesia",""
"","Jawa Timur","Sidoarjo","Krembung","Krembung, Sidoarjo, Jawa Timur, Jawa, Indonesia",""
"JABODETABEK","Jawa Barat","Bekasi","Tambun Utara","Tambun Utara, Simpang Susun Tambun Utara, Srijaya, Kab Bekasi, Jawa Barat, Jawa, 17567, Indonesia",""
"","Bali","Karangasem","Karangasem","Amlapura, Kecamatan Karangasem, Karangasem, Bali, Nusa Tenggara, 80811, Indonesia",""
"","Jawa Tengah","Demak","Kebonagung","Kebonagung, Demak, Jawa Tengah, Jawa, Indonesia",""
"","Jawa Timur","Ngawi","Kasreman","Kasreman, Ngawi, Jawa Timur, Jawa, Indonesia",""
"Bandung Raya","Jawa Barat","Bandung Barat","Cikalong Wetan","Jalan Raya Cikalong Wetan-Cipeundeuy, Cipeundeuy, Bandung Barat, Jawa Barat, Jawa, 40558, Indonesia",""
"Bandung Raya","Jawa Barat","Bandung","Soreang","Soreang, Kabupaten Bandung, Jawa Barat, Jawa, Indonesia",""
"JABODETABEK","DKI Jakarta","Jakarta","Pulo Gadung","Pulo Gadung, Jakarta Timur, Daerah Khusus ibukota Jakarta, Jawa, Indonesia",""
"","Sulawesi Tengah","Poso","Pamona Barat","Pamona, Poso, Sulawesi Tengah, Sulawesi, Indonesia","without_Barat"
"","Banten","Tangerang Kabupaten","Tigaraksa","Tigaraksa, Jalan H. Somawinata, Tigaraksa, Kabupaten Tangerang, Banten, Jawa, 15720, Indonesia",""
"Bandung Raya","Jawa Barat","Bandung","Cimenyan","Cimenyan, Kabupaten Bandung, Jawa Barat, Jawa, 40192, Indonesia",""
"","Daerah Istimewa Yogyakarta","Kulon Progo","Girimulyo","Girimulyo, Kulon Progo, Daerah Istimewa Yogyakarta, Jawa, Indonesia",""
"","Jawa Timur","Magetan","Magetan","Magetan, Jalan Barat, Banjarejo, Magetan, Jawa Timur, Jawa, 63395, Indonesia",""
"","Jawa Tengah","Banyumas","Kembaran","Kembaran, Banyumas, Jawa Tengah, Jawa, 53182, Indonesia",""
"","Jawa Timur","Mojokerto Kabupaten","Jatirejo","Jatirejo, Gading, Jatirejo, Mojokerto, Jawa Timur, Jawa, 61362, Indonesia",""
"Bandung Raya","Jawa Barat","Bandung","Ciparay","Ciparay, Kabupaten Bandung, Jawa Barat, Jawa, 40381, Indonesia",""
"","Jawa Tengah","Semarang","Candisari","Candisari, Kota Semarang, Jawa Tengah, Jawa, Indonesia",""
"JABODETABEK","DKI Jakarta","Jakarta","Cipayung","Cipayung, Jakarta Timur, Daerah Khusus ibukota Jakarta, Jawa, Indonesia",""
"JABODETABEK","Jawa Barat","Bekasi Kabupaten","Tambelang","Jalan Raya Tambelang, Banjarsari, Kab Bekasi, Jawa Barat, Jawa, 17535, Indonesia",""
"","Riau","Rokan Hilir","","Rokan Hilir, Riau, Sumatera, Indonesia",""
"","Gorontalo","Pohuwato","Paguat","http://nominatim.mad.mitulagroup.net/id/ui/search.html?q=Paguat%2C+Pohuwato%2C+Gorontalo","not_found"
"","Jawa Barat","Majalengka","Panyingkiran","Panyingkiran, Majalengka, Jawa Barat, Jawa, 45400, Indonesia",""
"","Jawa Tengah","Banyumas","Lumbir","Lumbir, Banyumas, Jawa Tengah, Jawa, Indonesia",""
"Bandung Raya","Jawa Barat","Bandung","Bojongloa Kidul","Bojongloa Kidul, Kota Bandung, Jawa Barat, Jawa, Indonesia",""
"Bandung Raya","Jawa Barat","Bandung","Dayeuhkolot","Dayeuhkolot, Kabupaten Bandung, Jawa Barat, Jawa, Indonesia",""
"","Jawa Barat","Subang","Cikaum","Cikaum, Jalan Neglasari, Nanggerang, Subang, Jawa Barat, Jawa, 41253, Indonesia",""
"","Bengkulu","Rejang Lebong","Selupu Rejang","Masjid Daruss Al.Selupurejang, Jalan Raya Curup - Lubuk Linggau, Cawang Baru, Rejang Lebong, Bengkulu, Sumatera, Indonesia","joined"
"","Nusa Tenggara Barat","Sumbawa","Alas Barat","Kecamatan Alas, Sumbawa, Nusa Tenggara Barat, Nusa Tenggara, 84353, Indonesia",""
"","Kalimantan Selatan","Barito Kuala","Alalak","Sungai Alalak, Barito Kuala, Kalimantan Selatan, Indonesia",""
"","Lampung","Lampung Timur","Sukadana","Sukadana, Lampung Timur, Lampung, Sumatera, 34194, Indonesia",""
"","Daerah Istimewa Yogyakarta","Bantul","Bantul","Bantul, Daerah Istimewa Yogyakarta, Jawa, Indonesia",""
"","Jawa Tengah","Sukoharjo","Kartasura","Kartasura, Sukoharjo, Jawa Tengah, Jawa, 57165, Indonesia",""
"","DKI Jakarta","Jakarta Selatan","Setia Budi","Waduk Setia Budi Timur, Guntur, Setiabudi, Jakarta Selatan, Daerah Khusus ibukota Jakarta, Jawa, Indonesia",""
"","DKI Jakarta","Jakarta Pusat","Senen","Pasar Senen, Jalan Bungur Besar Raya, RW 04, Senen, Jakarta Pusat, Daerah Khusus ibukota Jakarta, Jawa, 10410, Indonesia",""
"Bandung Raya","Jawa Barat","Bandung","Katapang","Katapang, Kabupaten Bandung, Jawa Barat, Jawa, 40921, Indonesia",""
"","Jawa Barat","Cianjur","Cipanas","Cipanas, Cianjur, Jawa Barat, Jawa, 43253, Indonesia",""
"","Jawa Tengah","Semarang Kota","Ngaliyan","Ngaliyan, Kota Semarang, Jawa Tengah, Jawa, Indonesia",""
"","Jawa Barat","Kuningan","Cigugur","Cigugur, Kuningan, Jawa Barat, Jawa, 45512, Indonesia",""
"","Jawa Barat","Tasikmalaya Kabupaten","Cineam","Cineam, Tasikmalaya, Jawa Barat, Jawa, 46198, Indonesia",""
"","Sumatera Selatan","Palembang","Gandus","Gandus, Palembang, Sumatera Selatan, Sumatera, Indonesia",""
"","Sumatera Selatan","Banyu Asin","Rambutan","Rambutan, Banyuasin, Sumatera Selatan, Sumatera, Indonesia",""
"","Jawa Tengah","Temanggung","Kranggan","Kranggan, Temanggung, Jawa Tengah, Jawa, 56271, Indonesia",""
"","Jawa Timur","Situbondo","Kendit","Kendit, Situbondo, Jawa Timur, Jawa, Indonesia",""
"","Jawa Timur","Blitar Kabupaten","Sanankulon","Sanankulon, Blitar, Jawa Timur, Jawa, 67122, Indonesia",""
"","Sulawesi Utara","Minahasa","Tondano Timur","Kantor Camat Tondano Timur, Jalan Pinasungkulan, Taler, Luaan, Minahasa, Sulawesi Utara, Sulawesi, 95615, Indonesia",""
"","Sulawesi Selatan","Maros","Simbang","Simbang, Sulawesi Selatan, Sulawesi, 90561, Indonesia",""
"","Sumatera Selatan","Muara Enim","","Muara Enim, Jalan Jenderal Sudirman, Pasar1, Muara Enim, Sumatera Selatan, Sumatera, 31313, Indonesia",""
"","Jawa Tengah","Brebes","Paguyangan","Paguyangan, Brebes, Jawa Tengah, Jawa, 52276, Indonesia",""
"","Jawa Barat","Karawang","Tempuran","Tempuran, Karawang, Jawa Barat, Jawa, Indonesia",""
"","Jawa Timur","Blitar Kabupaten","Bakung","Bakung, Blitar, Jawa Timur, Jawa, Indonesia",""
"","Jawa Timur","Bojonegoro","Purwosari","Purwosari, Bojonegoro, Jawa Timur, Jawa, Indonesia",""
"","Sumatera Barat","Pariaman","Pariaman Selatan","Pariaman, Jalan Selat Syahir, Jawi-jawi I, Pariaman, Sumatera Barat, Sumatera, 25513, Indonesia","without_Selatan"
"","Sumatera Barat","Agam","Banuhampu","SMA Negeri 1 Banuhampu, Jalan Padang Panjang - Bukittinggi, Padang Lua, Agam, Sumatera Barat, Sumatera, 26181, Indonesia",""
"","Jawa Timur","Mojokerto","Sooko","Sooko, Mojokerto, Jawa Timur, Jawa, Indonesia",""
"","Sumatera Selatan","","","Sumatera Selatan, Sumatera, Indonesia",""
"","Banten","","Anyar","Anyer, Cilegon, Banten, Jawa, 42445, Indonesia",""
"","Sumatera Barat","Pariaman","Pariaman Utara","UPT Konservasi Penyu, Ampalu, Pariaman, Sumatera Barat, Sumatera, 25522, Indonesia",""
"","Nusa Tenggara Timur","Belu","Atambua Selatan","Puskesmas Kecamatan Atambua Selatan, Jalan Menthe Asuulun, Atambua, Belu, Nusa Tenggara Timur, Nusa Tenggara, 85711, Indonesia",""
"","Jawa Timur","Mojokerto","Trowulan","Trowulan, Jambuwok, Trowulan, Mojokerto, Jawa Timur, Jawa, 61362, Indonesia",""
"","Sumatera Barat","Agam","Tanjung Mutiara","SMAN 1 Tanjung Mutiara, Jalan Lintas Sumatera, Tiku Selatan, Agam, Sumatera Barat, Sumatera, Indonesia",""
"","Daerah Istimewa Yogyakarta","Sleman","Prambanan","Prambanan, Sleman, Daerah Istimewa Yogyakarta, Jawa, 55572, Indonesia",""
"","Jawa Tengah","Semarang Kota","Semarang Barat","Semarang Barat, Kota Semarang, Jawa Tengah, Jawa, Indonesia",""
"","Jawa Barat","Bogor Kabupaten","Pamijahan","Pamijahan, Kab Bogor, Jawa Barat, Jawa, 16696, Indonesia",""
"","Jawa Timur","Lamongan","Ngimbang","Ngimbang, Lamongan, Jawa Timur, Jawa, Indonesia",""
"","Jawa Tengah","Magelang Kabupaten","Kaliangkrik","Kaliangkrik, Magelang, Jawa Tengah, Jawa, Indonesia",""
"","Nusa Tenggara Barat","Sumbawa","","Pulau Sumbawa, Nusa Tenggara Barat, Nusa Tenggara, Indonesia",""
"","Banten","Serang Kabupaten","Anyar","Anyar, Kab Serang, Banten, Jawa, 42166, Indonesia",""
"JABODETABEK","Jawa Barat","Bekasi Kota","Bantargebang","Bantargebang, Bekasi, Jawa Barat, Jawa, 17151, Indonesia",""
"","Jawa Timur","Pasuruan Kabupaten","Purwodadi","Purwodadi, Pasuruan, Jawa Timur, Jawa, 65211, Indonesia",""
"","Jawa Tengah","Semarang Kota","Semarang Utara","Semarang Utara, Kota Semarang, Jawa Tengah, Jawa, Indonesia",""
"","Kalimantan Barat","Pontianak","Pontianak Utara","Pontianak Utara, Pontianak, Kalimantan Barat, Indonesia",""
"","Jawa Tengah","Banyumas","Sumbang","Sumbang, Banyumas, Jawa Tengah, Jawa, 53183, Indonesia",""
"JABODETABEK","Jawa Barat","Bekasi Kota","Pondokgede","Komplek Pondokgede Permai, Jatirasa, Bekasi, Jawa Barat, Jawa, 17423, Indonesia",""
"","Jawa Tengah","Purbalingga","Kalimanah","Kalimanah, Purbalingga, Jawa Tengah, Jawa, 53371, Indonesia",""
"","Sumatera Utara","Deli Serdang","Hamparan Perak","Hamparan Perak, Deli Serdang, Sumatera Utara, Sumatera, Indonesia",""
"","Jawa Barat","Purwakarta","Kiarapedes","Kiarapedes, Purwakarta, Jawa Barat, Jawa, 41175, Indonesia",""
"","Banten","Serang Kabupaten","Petir","Petir, Kab Serang, Banten, Jawa, Indonesia",""
"","Sumatera Selatan","Penukal Abab Lematang Ilir","Talang Ubi","Talang Ubi, Penukal Abab Lematang Ilir, Sumatera Selatan, Sumatera, Indonesia",""
"","Jawa Tengah","Pekalongan Kabupaten","Wonopringgo","Wonopringgo, Pekalongan, Jawa Tengah, Jawa, 51181, Indonesia",""
"","Sulawesi Selatan","Parepare","Bacukiki Barat","Bacukiki Barat, Parepare, Sulawesi Selatan, Sulawesi, Indonesia",""
"","Jawa Tengah","Sragen","Sambirejo","Sambirejo, Sragen, Jawa Tengah, Jawa, Indonesia",""
"","Sumatera Utara","Labuhanbatu Utara","Kualuh Hulu","POLSEK KUALUH HULU, Jalan Lintas Sumatera, Aek Kanopan, Labuhanbatu Utara, Sumatera Utara, Sumatera, 21457, Indonesia",""
"","Riau","Indragiri Hilir","","Indragiri Hilir, Riau, Sumatera, Indonesia",""
"","Maluku","Ambon","Nusaniwe","Nusaniwe, Ambon, Maluku, Indonesia",""
"","Sumatera Utara","Deli Serdang","Pantai Labu","Pantai Labu Baru, Deli Serdang, Sumatera Utara, Sumatera, 20553, Indonesia",""
"","Jawa Barat","Sukabumi Kabupaten","Cikidang","Cikidang, Kab Sukabumi, Jawa Barat, Jawa, Indonesia",""
"","Jawa Tengah","Pati","Gabus","Gabus, Pati, Jawa Tengah, Jawa, 59173, Indonesia",""
"","Sumatera Selatan","Ogan Ilir","Pemulutan","Pemulutan, Ogan Ilir, Sumatera Selatan, Sumatera, Indonesia",""
"","Sulawesi Barat","Mamasa","","Mamasa, Sulawesi Barat, Sulawesi, 91362, Indonesia",""
"","Jawa Barat","Kuningan","Nusaherang","Nusaherang, Kuningan, Jawa Barat, Jawa, 45562, Indonesia",""
"","Jawa Barat","Tasikmalaya Kabupaten","Bojonggambir","Bojonggambir, Tasikmalaya, Jawa Barat, Jawa, Indonesia",""
"","Jawa Tengah","Purworejo","Purwodadi","Purwodadi, Purworejo, Jawa Tengah, Jawa, Indonesia",""
"","DKI Jakarta","Jakarta Utara","Penjaringan","Penjaringan, Jakarta Utara, Daerah Khusus ibukota Jakarta, Jawa, Indonesia",""
"JABODETABEK","DKI Jakarta","Jakarta Timur","Pulogadung","Pulo Gadung, Jakarta Timur, Daerah Khusus ibukota Jakarta, Jawa, Indonesia",""
"","Sumatera Utara","Deli Serdang","Sunggal","Jalan Sunggal, Cemara, Purwodadi, Deli Serdang, Sumatera Utara, Sumatera, 20518, Indonesia",""
"","Jawa Barat","Sukabumi Kabupaten","Parung Kuda","Parungkuda, Kab Sukabumi, Jawa Barat, Jawa, 43356, Indonesia","joined"
"","Sulawesi Selatan","Makassar","Tamalate","Tamalate, Makassar, Sulawesi Selatan, Sulawesi, Indonesia",""
"","Jawa Timur","Kediri Kabupaten","Gampengrejo","Gampengrejo, Kabupaten Kediri, Jawa Timur, Jawa, Indonesia",""
"","DKI Jakarta","Jakarta Pusat","Johar Baru","Johar Baru, Jakarta Pusat, Daerah Khusus ibukota Jakarta, Jawa, Indonesia",""
"","Jawa Tengah","Magelang Kabupaten","Muntilan","Muntilan, Magelang, Jawa Tengah, Jawa, 56451, Indonesia",""
"","Jawa Tengah","Karanganyar","Jenawi","Jenawi, Karanganyar, Jawa Tengah, Jawa, Indonesia",""
"","Jawa Timur","Banyuwangi","Giri","Giri, Banyuwangi, Jawa Timur, Jawa, 68422, Indonesia",""
"","Jawa Timur","Madiun Kabupaten","Balerejo","Balerejo, Madiun, Jawa Timur, Jawa, Indonesia",""
"","Jawa Timur","Lamongan","Sukodadi","Sukodadi, Lamongan, Jawa Timur, Jawa, 62257, Indonesia",""
"","Jawa Timur","Banyuwangi","Gambiran","Gambiran, Banyuwangi, Jawa Timur, Jawa, 68465, Indonesia",""
"JABODETABEK","Banten","Tangerang","Ciputat","Ciputat, Tangerang Selatan, Banten, Jawa, Indonesia",""
"JABODETABEK","Jawa Barat","Bogor","Tajur Halang","Tajur Halang, Tajurhalang, Kab Bogor, Jawa Barat, Jawa, 16923, Indonesia",""
"","Jawa Tengah","Pekalongan Kabupaten","Karanganyar","Karanganyar, Pekalongan, Jawa Tengah, Jawa, 51156, Indonesia",""
"","Riau","Pekanbaru","Senapelan","Senapelan, Pekanbaru, Riau, Sumatera, Indonesia",""
"","Jawa Tengah","Temanggung","Kedu","Kedu, Temanggung, Jawa Tengah, Jawa, 56252, Indonesia",""
"","Nusa Tenggara Timur","Sumba Barat","Wanokaka","Pantai Wanokaka, Waihura, Sumba Barat, Nusa Tenggara Timur, Nusa Tenggara, Indonesia",""
"","Jawa Timur","Pacitan","Donorojo","Donorojo, Pacitan, Jawa Timur, Jawa, Indonesia",""
"","Lampung","Lampung Tengah","Gunung Sugih","Gunung Sugih, Lampung Tengah, Lampung, Sumatera, 34127, Indonesia",""
"","Jawa Barat","Karawang","Cilebar","http://nominatim.mad.mitulagroup.net/id/ui/search.html?q=Cilebar%2C+Karawang%2C+Jawa+Barat","not_found"
"","Jawa Tengah","Wonogiri","Jatisrono","Jatisrono, Wonogiri, Jawa Tengah, Jawa, 57691, Indonesia",""
"","Jawa Timur","Pacitan","Punung","Punung, Pacitan, Jawa Timur, Jawa, Indonesia",""
"","Jawa Timur","Surabaya","Gubeng","Gubeng, Surabaya ꦱꦸꦫꦧꦪ, Jawa Timur, Jawa, 60281, Indonesia",""
"","Jawa Barat","Bandung Kabupaten","Soreang","Soreang, Kabupaten Bandung, Jawa Barat, Jawa, Indonesia",""
"","Daerah Istimewa Yogyakarta","Bantul","Pajangan","Pajangan, Bantul, Daerah Istimewa Yogyakarta, Jawa, 55751, Indonesia",""
"","Daerah Istimewa Yogyakarta","Yogyakarta","Wirobrajan","Wirobrajan, Kota Yogyakarta, Daerah Istimewa Yogyakarta, Jawa, Indonesia",""
"","Sumatera Utara","Medan","Medan Tembung","Medan Tembung, Kota Medan, Sumatera Utara, Sumatera, 20224, Indonesia",""
"","Jawa Barat","Bandung Kota","Mandalajati","Mandalajati, Kota Bandung, Jawa Barat, Jawa, Indonesia",""
"","Daerah Istimewa Yogyakarta","Sleman","Seyegan","Seyegan, Sleman, Daerah Istimewa Yogyakarta, Jawa, 55561, Indonesia",""
"","Jawa Tengah","Magelang Kabupaten","Mertoyudan","Mertoyudan, Banyurojo, Magelang, Jawa Tengah, Jawa, 56125, Indonesia",""
"","Jawa Timur","Jombang","Mojowarno","Mojowarno, Jombang, Jawa Timur, Jawa, 61475, Indonesia",""
"","Jawa Timur","Ponorogo","Ponorogo","Ponorogo, Jawa Timur, Jawa, 63416, Indonesia",""
"","Riau","Pekanbaru","Rumbai Pesisir","Rumbai, Pekanbaru, Riau, Sumatera, Indonesia",""
"","Jawa Timur","Lamongan","Paciran","Paciran, Lamongan, Jawa Timur, Jawa, Indonesia",""
"","Jawa Timur","Tulungagung","Boyolangu","Boyolangu, Tulungagung, Jawa Timur, Jawa, 66233, Indonesia",""
"","Sumatera Barat","Padang","Nanggalo","Taman Nanggalo, Kampung Lapai Baru, Padang, Sumatera Barat, Sumatera, Indonesia",""
"","Jawa Tengah","Batang","Subah","Subah, Batang, Jawa Tengah, Jawa, 51262, Indonesia",""
"","Jawa Timur","Blitar Kabupaten","Ponggok","Ponggok, Blitar, Jawa Timur, Jawa, 66153, Indonesia",""
"","Jawa Tengah","Brebes","Salem","Salem, Brebes, Jawa Tengah, Jawa, Indonesia",""
"","Jawa Timur","Jember","Ambulu","Ambulu, Jember, Jawa Timur, Jawa, Indonesia",""
"","Kepulauan Bangka Belitung","Bangka Tengah","Simpang Katis","Desa Simpang Katis, Bangka Tengah, Kepulauan Bangka Belitung, Sumatera, Indonesia",""
"","Jawa Tengah","Sukoharjo","Tawangsari","Tawangsari, Sukoharjo, Jawa Tengah, Jawa, 57561, Indonesia",""
"","Jawa Timur","Bojonegoro","Kasiman","Kasiman, Bojonegoro, Jawa Timur, Jawa, Indonesia",""
"","Sumatera Barat","Padang Pariaman","Lubuk Alung","Lubuk Alung, Jalan Irigasi Kp. Durian, Korong Kampung Durian, Korong Durian, Lubuak Aluang, Padang Pariaman, Sumatera Barat, Sumatera, 25582, Indonesia",""
"","Banten","Pandeglang","Saketi","Saketi, Pandeglang, Banten, Jawa, 42271, Indonesia",""
"JABODETABEK","Banten","Tangerang Kabupaten","Kemiri","Kemiri, Kabupaten Tangerang, Banten, Jawa, Indonesia",""
"","Jawa Barat","Indramayu","Lelea","Lelea, Indramayu, Jawa Barat, Jawa, 45252, Indonesia",""
"","Jawa Tengah","Kebumen","Pejagoan","Pejagoan, Kebumen, Jawa Tengah, Jawa, 54361, Indonesia",""
"","Sumatera Selatan","Ogan Komering Ilir","","Ogan Komering Ilir, Sumatera Selatan, Sumatera, Indonesia",""
"","Jawa Timur","Sumenep","Ambunten","Ambunten, Sumenep, Jawa Timur, Jawa, Indonesia",""
"","Maluku","Ambon","Teluk Ambon","Kantor Kecawatan Teluk Ambon, Jalan Ir. M. Putuhenna, Wayame, Ambon, Maluku, 97234, Indonesia",""
"","Jawa Tengah","Grobogan","Godong","Godong, Grobogan, Jawa Tengah, Jawa, Indonesia",""
"","Aceh","Aceh Tengah","Rusip Antara","Rusip Antara, Aceh Tengah, Aceh, Sumatera, Indonesia",""
"","Jawa Barat","Karawang","Karawang Timur","Karawang Timur, Karawang, Jawa Barat, Jawa, 41314, Indonesia",""
"Bandung Raya","Jawa Barat","Bandung Kabupaten","Bojongsoang","Bojongsoang, Kabupaten Bandung, Jawa Barat, Jawa, 40288, Indonesia",""
"","Jawa Barat","Depok","Pancoran Mas","Pancoran Mas, Depok, Jawa Barat, Jawa, Indonesia",""
"","Jawa Timur","Surabaya","Gayungan","Gayungan, Surabaya ꦱꦸꦫꦧꦪ, Jawa Timur, Jawa, Indonesia",""
"Bandung Raya","Jawa Barat","Bandung Kota","Bojongloa Kidul","Bojongloa Kidul, Kota Bandung, Jawa Barat, Jawa, Indonesia",""
"","DKI Jakarta","Jakarta Selatan","Cilandak","Cilandak, Jakarta Selatan, Daerah Khusus ibukota Jakarta, Jawa, Indonesia",""
"JABODETABEK","Banten","Tangerang Kota","Ciledug","Ciledug, Tangerang, Banten, Jawa, Indonesia",""
"JABODETABEK","Jawa Barat","Bekasi","Bekasi Barat","Bekasi Barat, Jalan Tol Jakarta–Cikampek, Bumi Satria Kencana, Lagoon, Kayuringinjaya, Bekasi, Jawa Barat, Jawa, 17148, Indonesia",""
"","Jawa Timur","Bondowoso","Curah Dami","Curahdami, Bondowoso, Jawa Timur, Jawa, 68213, Indonesia","joined"
"","Jawa Tengah","Semarang Kabupaten","Tengaran","Tengaran, Kabupaten Semarang, Jawa Tengah, Jawa, 50775, Indonesia",""
"","Jawa Timur","Banyuwangi","Licin","Licin, Banyuwangi, Jawa Timur, Jawa, 68454, Indonesia",""
"","Kalimantan Selatan","Banjar","Martapura Timur","Polsek Martapura Timur, Jalan K.H. Anang Sya'rani Arif, Melayu Ilir, Banjar, Kalimantan Selatan, 71213, Indonesia",""
"","Sumatera Barat","Padang","Padang Barat","Padang, Rel Kereta Sim Aru, Jati Baru, Padang, Sumatera Barat, Sumatera, 25121, Indonesia",""
"","Jawa Timur","Sidoarjo","Tanggulangin","Tanggulangin, Sidoarjo, Jawa Timur, Jawa, Indonesia",""
"","Nusa Tenggara Timur","Sumba Timur","Wulawaijelu","http://nominatim.mad.mitulagroup.net/id/ui/search.html?q=Wulawaijelu%2C+Sumba+Timur%2C+Nusa+Tenggara+Timur","not_found"
"","Nusa Tenggara Barat","Mataram","Cakranegara","Cakranegara Utara, Mataram, Kec. Cakranegara, Nusa Tenggara Barat, Nusa Tenggara, 83238, Indonesia",""
"","Jawa Timur","Bangkalan","Kwanyar","Kwanyar Barat, Bangkalan, Jawa Timur, Jawa, Indonesia",""
"","Jawa Barat","Garut","Bayongbong","Bayongbong, Garut, Jawa Barat, Jawa, 44162, Indonesia",""
"JABODETABEK","Jawa Barat","Bogor Kabupaten","Megamendung","Megamendung, Kab Bogor, Jawa Barat, Jawa, 16770, Indonesia",""
"JABODETABEK","Jawa Barat","Bekasi","Rawalumbu","Rawalumbu, Bekasi, Jawa Barat, Jawa, 17175, Indonesia",""
"JABODETABEK","DKI Jakarta","Jakarta","Kemayoran","Kemayoran, Jakarta Pusat, Daerah Khusus ibukota Jakarta, Jawa, Indonesia",""
"","Sumatera Selatan","Palembang","","Simpang 4 Babakan, 04, Palembang, Sumatera Selatan, Sumatera, 30268, Indonesia",""
"","Jawa Tengah","Magelang Kabupaten","Dukun","Dukun, Magelang, Jawa Tengah, Jawa, Indonesia",""
"","Jawa Barat","Sukabumi Kabupaten","Jampang Kulon","Jampang Kulon, Kab Sukabumi, Jawa Barat, Jawa, 43178, Indonesia",""
"","Sulawesi Selatan","Pangkajene Dan Kepulauan","Pangkajene","Pangkajene, Pangkajene dan Kepulauan, Sulawesi Selatan, Sulawesi, 90617, Indonesia",""
"","Sulawesi Selatan","Gowa","Bajeng","Bajeng, Gowa, Sulawesi Selatan, Sulawesi, 92152, Indonesia",""
"","Sulawesi Tenggara","Kendari","Poasia","Poasia, Kendari, Sulawesi Tenggara, Sulawesi, 93234, Indonesia",""
